_id,active,createdDate,lastLogin,role,signUpSource,state
600987d77d983a11f63cfa92,True,01-21-2021,01-21-2021,consumer,Email,WI
6008e9cdb6310511daa4f2e4,True,01-21-2021,,consumer,Email,IL
600987d77d983a11f63cfa92,True,01-21-2021,01-21-2021,consumer,Email,WI
600a03e17d983a124e9adb0f,True,01-21-2021,,consumer,Email,WI
600987d77d983a11f63cfa92,True,01-21-2021,01-21-2021,consumer,Email,WI
600987d77d983a11f63cfa92,True,01-21-2021,01-21-2021,consumer,Email,WI
600992d17d983a11f63d11ad,True,01-21-2021,,consumer,Email,WI
600b477e7d983a124e9ae061,True,01-22-2021,,consumer,Email,WI
600f008f4329897eac237bd8,True,01-25-2021,01-25-2021,consumer,Email,WI
600f008f4329897eac237bd8,True,01-25-2021,01-25-2021,consumer,Email,WI
600f008f4329897eac237bd8,True,01-25-2021,01-25-2021,consumer,Email,WI
600ed4815edb7811cde6b50b,True,01-25-2021,01-25-2021,consumer,Email,WI
600f008f4329897eac237bd8,True,01-25-2021,01-25-2021,consumer,Email,WI
600f41b2bd196811e68ea219,True,01-25-2021,01-25-2021,consumer,Email,WI
600f20c15edb787dce060911,True,01-25-2021,,consumer,Email,WI
600f47f06fd0dc1768a34a12,True,01-25-2021,01-25-2021,consumer,Email,WI
600ed42e43298911ce45d1fa,True,01-25-2021,01-25-2021,consumer,Email,WI
600ed42e43298911ce45d1fa,True,01-25-2021,01-25-2021,consumer,Email,WI
600f41b2bd196811e68ea219,True,01-25-2021,01-25-2021,consumer,Email,WI
600ed42e43298911ce45d1fa,True,01-25-2021,01-25-2021,consumer,Email,WI
600f008f4329897eac237bd8,True,01-25-2021,01-25-2021,consumer,Email,WI
600f008f4329897eac237bd8,True,01-25-2021,01-25-2021,consumer,Email,WI
600eea525edb7811cde6c81c,True,01-25-2021,,consumer,Email,WI
600f008f4329897eac237bd8,True,01-25-2021,01-25-2021,consumer,Email,WI
600ed48a5edb7811cde6b549,True,01-25-2021,01-25-2021,consumer,Email,WI
600f47f06fd0dc1768a34a12,True,01-25-2021,01-25-2021,consumer,Email,WI
600f47f06fd0dc1768a34a12,True,01-25-2021,01-25-2021,consumer,Email,WI
600ed42e43298911ce45d1fa,True,01-25-2021,01-25-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ec73c60b1204902af4,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1e4a4b74c120bd18777,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
600fb1ac73c60b12049027bb,True,01-26-2021,01-26-2021,consumer,Email,WI
6011f33173c60b1804ce1102,True,01-27-2021,01-27-2021,consumer,Email,WI
6011f43ba4b74c18d3a8ca01,True,01-27-2021,01-27-2021,consumer,Email,WI
